id_operacion,id_tipo,id_unidad_resp,id_zona,nombre_operacion,fecha_inicio,fecha_fin,efectivos_desplegados,vehiculos_utilizados,duracion_dias,costo_operacion,resultado,detenidos,area_km2,incidentes,observaciones
951,5,12,18,"Op. ""Verde"" #83",2024/08/14,18-sep-2024,aprox 500,DIECIOCHO,35,"Bs 319.881,54",Incompleta,n/a,200 km2,cinco,Flora y fauna en riesgo — operación prioritaria
952,4,24,14,"Op. ""Solidaridad"" #123",28/ENE/2023,03-09-2023,aprox 500,38 vehículos,40,"Bs.- 99,574.25",Parcialmente exitoso,cero,200 KM2,aprox. 2,"Ref. Op. 2023-14: Puentes temporales instalados
por ingeniería militar"
953,4,25,14,Op. Alivio #124,13/JUN/2024,15/07/2024,doscientos,  35  ,aprox. 32,Bs 436.083,BUENO,-,200 km2,aprox. 2,Distribución de ayuda humanitaria
954,2,34,23,Defensa (agosto 2025),26/02/2025,27/03/2025,aprox 200,15 vehículos,aprox. 29,"$us 9,696.10",Satisfactorio,  1  ,500 km²,n/a,
955,6,48,22,Op. Hermandad #83,5-mar-2022,2022-04-02,  50  ,+13,(28 días),"Bs. 40,794.84",Positivo,,50 km2,,
956,6,13,3,Op. Cooperación #84,22/SEP/2024,19/10/2024,80,aprox. 5 vehículos,27 días,"Bs.49,931",inconclusa,0 personas,~10 km²,,APOYO EN FESTIVIDAD 'PATRONAL' DEL MUNICIPIO
957,1,47,8,Operación 'Halcón',2024/03/31,23/ABR/2024,50 efectivos,aprox 25,  23  ,BS 35336,Sin resultados concretos,  1  ,aprox. 300 km²,Ninguno,Resultado: 'Sin resultados concretos' según informe final
958,4,11,14,"Op. ""Esperanza"" #125",3-ene-2023,20230111,~100,32,~8,"Bs 127.860,10",Completada,n/a,100,3 incidentes,"Coordinación con Defensa Civil
y municipios afectados"
959,1,49,2,"Op. ""Justicia"" #186",2022/01/04,2022-01-28,aprox. 200,~29,aprox. 24,148489,bueno,1,800,(1),Patrullaje con apoyo de unidades caninas
960,8,34,21,"Op. ""Integración Regional"" #48",2022/05/04,2022-06-02,100 efectivos,DIECISIETE,29,82095,en proceso,ninguno,aprox. 50 km²,-,Operación conjunta 'Cooperación Sur-Sur'
961,1,44,1,Operación Cóndor Dorado 2022-187,21/02/2022,2022/03/12,120 efectivos,25 vehículos,(19 días),35963.92,-,  2  ,800 km²,dos,Decomiso de sustancias controladas en zona operativa
962,4,10,22,Op. Solidaridad #126,02-22-2023,06/04/2023,+500,43.,43,"Bs 139.990,68",PARCIAL,,1000 km2,aprox. 1,Distribución de ayuda humanitaria
963,6,36,25,cooperación 2025,10/06/2025,06-17-2025,(100 efectivos),(7 vehículos),+7,16551,sin dato,0,10.0,Sin incidentes,Construcción de camino vecinal
964,1,49,16,Op. Halcón #188,2022/06/11,20220622,120 efectivos,aprox. 27,(11 días),"Bs.- 122,019.27",completada,3,250 km2,  2  ,Operación nocturna — visibilidad reducida
965,4,25,14,Op. Solidaridad #127,2021-11-11,21-nov-2021,QUINIENTOS,28 vehículos,(10 días),"Bs 418.876,09",Sin resultados concretos,0,1000,Sin incidentes,"Coordinación con Defensa Civil
y municipios afectados"
966,5,24,7,llama 2021,07/01/2021,2021/01/27,trescientos,aprox 25,+20,Bs 433.227,FAVORABLE,-,2000.0,dos,
967,7,20,4,Operación 'Cóndor',25/MAY/2022,20220619,(500 efectivos),23,  25  ,"$us 11,042.12",POSITIVO,NINGUNO,200,2,Ejercicio de 'guerra no convencional'
968,5,23,3,Operación Fénix 2021-85,20210614,29-06-2021,  400  ,(14 vehículos),~15,"Bs.380,179",Negativo,cero,~2000 km²,1,"Contención de incendio forestal
en zona protegida"
969,7,50,6,  Chaco 2023  ,2023/06/10,2023/06/24,  100  ,+33,14,45694,No reportado,0,200 Km2,-,"Maniobras de simulación
de combate en terreno montañoso"
970,4,13,13,Op. Solidaridad #128,2023/08/09,14/08/2023,100.,(28 vehículos),5.,"Bs.- 149,105.15",EXITOSA,NINGUNO,~100 km²,5,Distribución de ayuda humanitaria
971,1,45,8,Op Relámpago - 2024/189,"mayo 29, 2024",06-07-2024,80,25 vehículos,aprox 9,"Bs. 141,746.03",sin resultados,  1  ,800 km2,  3  ,"Incautación de precursores
químicos en laboratorio"
972,5,12,3,  Sofocación 2023  ,2023/03/30,12/05/2023,300,33 vehículos,aprox. 43 días,"Bs 314.407,60",SIN RESULTADOS,0 personas,200 km²,3 inc.,Coordinación con 'bomberos forestales' y voluntarios
973,8,47,10,Op Hermandad Andina - 2024/49,17/11/2024,10/DIC/2024,50,32,aprox. 23,"138,934.19 Bs",Sin resultados concretos,cero,aprox. 50,(1),"Maniobras combinadas
tierras bajas y altiplano"
974,8,46,10,unasur 2021,21/FEB/2021,02-23-2021,~50,seis,2.,"$us 15,830.82",completada,sin detenidos,50 km2,0 incidentes,
975,2,34,25,Operación Frontera 2024,20241014,2024/10/21,200,~18,siete,"Bs. 96,939.84",Objetivo cumplido,Sin detenidos,300 km2,1 incidentes,Relevo de personal en posiciones avanzadas
976,7,9,11,Operación Wiphala 2024,20241014,"noviembre 4, 2024",aprox. 500,26.,21,"50,086.75 Bs",sin resultados,N/A,aprox. 200,SIN INCIDENTES,Entrenamiento de supervivencia en selva
977,2,31,9,Operación Control 2023-174,09-02-2023,3/SEP/2023,250 efectivos,(20 vehículos),~1,Bs 80.551,Pendiente de evaluación,1,150 km²,aprox. 2,S/N
978,2,32,6,Operación 'Vigía',06-21-2021,20210713,120.,dieciséis,22 días,"Bs 148.126,15",inconclusa,10,200 Km2,1,"Se detectó movimiento sospechoso
en zona limítrofe"
979,7,15,13,Operación Illimani 2021,"noviembre 15, 2021",11-30-2021,  50  ,aprox. 13 vehículos,+15,"Bs.- 71,145.74",negativo,Ninguno,  200 km2  ,ninguno,"Maniobras de simulación
de combate en terreno montañoso"
980,2,34,25,  Guardián 2025  ,2025/04/14,28-04-2025,(120 efectivos),26.,~14,140138 bolivianos,OBJETIVO CUMPLIDO,aprox. 15,100 km²,8 inc.,Patrullaje de rutina sin novedades
981,2,31,10,Op Control - 2022/240,2022-12-18,12-31-2022,80.,aprox. 5 vehículos,13 días,"Bs. 88,591.68",SATISFACTORIO,ninguno,150 Km2,aprox. 2,
982,7,37,8,Operación Altiplano 2021-103,2021-06-09,7-jul-2021,100 efectivos,~7,+28,Bs 123.755,EXITOSA,cero,100 km²,1,Entrenamiento de supervivencia en selva
983,2,28,23,Op. Defensa #177,03-17-2023,"abril 6, 2023",  80  ,  30  ,  20  ,"$us 3,263.14",aceptable,N/A,~1000 km²,TRES,S/N
984,5,22,22,cortafuego 2024,2024/09/19,10-09-2024,100 efectivos,aprox 45,20 días,"USD 23,751.55",Operación concluida,cero,aprox. 1000,1 inc.,"Contención de incendio forestal
en zona protegida"
985,7,5,25,Op. Puma #104,8-oct-2024,11-01-2024,ND,23,24 días,119202.73,por evaluar,0 personas,50 Km2,  2  ,
986,4,10,13,Operación 'Protección Civil',21/ENE/2023,20230130,(500 efectivos),  14  ,aprox 9,BS 261440,Operación concluida,NINGUNO,5000 KM2,NULL,"Coordinación con Defensa Civil
y municipios afectados"
987,1,48,2,Escudo—2023,29/01/2023,"febrero 3, 2023",50,DIECISÉIS,~5,BS 133383,Operación concluida,10,150 km2,1 inc.,Resultado: 'Operación concluida' según informe final
988,2,28,25,Operación Defensa 2021-178,28/MAR/2021,12/04/2021,aprox. 50,(19 vehículos),(15 días),30776,sin dato,quince,250,8,Relevo de personal en posiciones avanzadas
989,6,18,15,Op.Progreso/2023,2023/03/25,07/04/2023,50,13,13,"35,556.77 Bs",Favorable,Sin detenidos,20 km²,n/a,Apoyo en festividad 'patronal' del municipio
990,3,31,24,Muralla (septiembre 2023),10-dic-2023,22-dic-2023,200 efectivos,~28,aprox. 12 días,"73,741.71 Bs",bueno,3 detenidos,50,-,Incautación de mercadería de contrabando
991,3,31,23,  Aduana 2022  ,20221201,2022-12-04,aprox 100,aprox. 29,aprox. 3,"USD 13,197.90",Parcialmente exitoso,1,50 KM2,5 incidentes,"DECOMISO DE
VEHÍCULOS SIN DOCUMENTACIÓN"
992,7,14,9,  Altiplano 2025  ,17/11/2025,2025/12/17,TRESCIENTOS,  33  ,30 días,"Bs.73,406",exitosa,NINGUNO,200,Sin incidentes,Evaluación de capacidades operativas
993,2,34,4,Operación Guardián 2024-179,28-abr-2024,12/05/2024,+150,9,14 días,BS 26040,resultado positivo,N/A,~250 km²,aprox. 3,Relevo de personal en posiciones avanzadas
994,5,22,3,Bombero—2025,2025/11/30,2025-12-21,100,33,aprox 21,"$us 15,407.73",en curso,cero,100 Km2,(5),
995,3,41,23,Muralla—2022,28/01/2022,2022/02/09,cien,aprox. 6 vehículos,  12  ,BS 137666,exitoso,20 personas,aprox. 50,1 inc.,Coordinación con Aduana Nacional
996,4,22,7,Op.Alivio/2025,"agosto 27, 2025",06/10/2025,500 efectivos,~18,40,92295.31,OBJETIVO CUMPLIDO,cero,200 KM2,1,Distribución de ayuda humanitaria
997,1,49,1,  Centinela 2025  ,28-abr-2025,19-may-2025,+120,+30,21 días,Bs 36.904,Objetivo cumplido,8 det.,800 Km2,Ninguno,Resultado: 'Objetivo cumplido' según informe final
998,1,49,8,OPERACIÓN AMANECER 2022,2/MAY/2022,27/MAY/2022,aprox. 80,DIECINUEVE,25.,Bs 77.722,SATISFACTORIO,1 personas,  800 km2  ,n/a,Operación nocturna — visibilidad reducida
999,1,44,1,Operación Relámpago 2024-193,01-22-2024,"enero 31, 2024",aprox. 250,19 vehículos,9 días,"Bs 45.593,21",Parcialmente exitosa,0,200 km²,0 incidentes,"Incautación de precursores
químicos en laboratorio"
1000,8,28,6,hermandad andina 2022,10-25-2022,18/NOV/2022,CINCUENTA,(39 vehículos),~24,Bs 110.548,no reportado,sin detenidos,100,2,"Maniobras combinadas
tierras bajas y altiplano"
1001,5,11,22,Op Bombero - 2024/89,09-01-2024,05-10-2024,,,,,,,,,
1002,4,12,14,Amparo—2023,15/MAR/2023,20230330,100,(12 vehículos),aprox. 15,Bs 481.591,Positivo,ninguno,100 KM2,  1  ,"Evacuación de familias afectadas
por crecida de ríos"
1003,5,22,18,Op. Llama #90,21/AGO/2023,10-02-2023,150,21,  42  ,n/a,n/a,cero,200 Km2,10 incidentes,Coordinación con 'bomberos forestales' y voluntarios
1004,5,12,18,OPERACIÓN VERDE 2024,2024-08-13,"septiembre 10, 2024",(400 efectivos),18.,~28,Bs 486.449,-,ninguno,100,3 incidentes,Flora y fauna en riesgo — operación prioritaria
1005,2,34,21,Op. Centinela #180,20220405,30/04/2022,  250  ,aprox. 19 vehículos,aprox. 25 días,"Bs 73.156,29",Negativo,0 personas,~100 km²,ninguno,"Se detectó movimiento sospechoso
en zona limítrofe"
1006,8,31,9,"Op. ""UNASUR"" #52",11-06-2025,2025-11-16,50 efectivos,aprox. 12,~10,41330.55,negativo,0 personas,200,DOS,
1007,1,49,8,Operación Trueno 2021-194,13/07/2021,22-jul-2021,300,aprox. 10,aprox. 9,BS 132909,sin resultados,n/a,500 km2,8 inc.,"SE ESTABLECIERON PUNTOS DE CONTROL
EN RUTAS SECUNDARIAS"
1008,3,30,12,OPERACIÓN CONTROL TOTAL 2021,2021-12-25,31/DIC/2021,150,aprox 24,6,Bs 134.688,Operación concluida,aprox. 2,aprox. 1000 km²,1,Operativo en 'ruta del contrabando'
1009,2,28,5,Operación Vigía 2024-181,03-06-2024,2024-03-24,aprox 50,16,+18,"Bs.- 40,673.34",en proceso,5 det.,150,Sin incidentes,Relevo de personal en posiciones avanzadas
1010,1,44,1,Operación Trueno 2021,22/SEP/2021,8/OCT/2021,150,aprox 26,aprox. 16,"Bs 142.814,87",no logrado,2 personas,aprox. 200,TRES,Resultado: 'no logrado' según informe final
1011,8,46,25,Op.Cooperación Sur/2024,22-ago-2024,30/08/2024,aprox. 50,~40,aprox. 8 días,"Bs 86.752,63",FAVORABLE,n/a,1000,0 incidentes,Ejercicio multinacional — fuerzas de 4 países
1012,3,30,12,Interceptor (agosto 2021),24-03-2021,"abril 2, 2021",150 efectivos,25,(9 días),16073,logrado,5 det.,aprox. 100,(1),Coordinación con Aduana Nacional
1013,1,48,1,trueno 2024,20240413,2024/05/10,,,,,,,,,
1014,4,13,7,Operación Solidaridad 2021-132,2021/02/19,2021-03-22,(200 efectivos),~32,(31 días),BS 466470,por evaluar,n/a,1000,DOS,
1015,2,28,10,Op Vigía - 2025/182,12-28-2025,31-dic-2025,(50 efectivos),28,3,Bs 125.414,Muy bueno,8 personas,800 KM2,sin incidentes,Control de 'puntos ciegos' en la frontera
1016,2,31,11,Op Control - 2022/183,20221203,12-31-2022,100.,aprox 18,aprox. 28 días,BS 138127,PARCIAL,3 personas,50 km²,1,Control de 'puntos ciegos' en la frontera
1017,8,49,4,Op Cruz del Sur - 2023/54,07-30-2023,03/08/2023,doscientos,aprox. 36,4,87519,fallida,NINGUNO,  1000 km2  ,  1  ,Observadores internacionales presentes
1018,3,31,22,OPERACIÓN INTERCEPTOR 2025,20-oct-2025,07/11/2025,aprox. 120 efectivos,28 vehículos,dieciocho,"130,856.94 Bs",N/A,ocho,200 km2,sin incidentes,Mercadería retenida para verificación
1019,4,13,17,rescate 2022,2022/02/12,21/03/2022,100 efectivos,33.,  37  ,"Bs. 370,753.42",Regular,Sin detenidos,~200 km²,aprox. 10,Distribución de ayuda humanitaria
1020,4,22,13,Operación 'Protección Civil',10/02/2023,20/FEB/2023,aprox. 200 efectivos,20 vehículos,10 días,"221,542.63 Bs",INCOMPLETA,Ninguno,200 km²,10,"Puentes temporales instalados
por ingeniería militar"
1021,6,28,21,  Mano Amiga 2021  ,20-sep-2021,24-09-2021,50 efectivos,2,4 días,28115.05,Incompleta,0,50 km2,cero,"Jornada médica y dental
para comunidades rurales"
1022,3,39,14,Op. Candado #142,8/DIC/2023,"diciembre 30, 2023",250,aprox 9,+22,94881 bolivianos,satisfactorio,10 personas,~300 km²,-,Mercadería retenida para verificación
1023,7,24,19,Wiphala—2025,30/ABR/2025,01-05-2025,aprox. 500,aprox 20,1,45571 bolivianos,sin éxito,Ninguno,50 km²,  1  ,Ejercicio táctico con fuego real
1024,4,11,7,Operación Esperanza 2025,08-04-2025,5-sep-2025,aprox. 150 efectivos,27,32,408092.76,EN PROCESO,0 personas,200 KM2,Sin incidentes,
1025,8,50,25,Op. Integración Regional #55,"octubre 9, 2021",18/10/2021,300,(25 vehículos),(9 días),"135,200.29 Bs",Pendiente de evaluación,ninguno,aprox. 50 km²,uno,Observadores internacionales presentes
1026,8,50,21,Operación Hermandad Andina 2025,20/06/2025,06-29-2025,aprox 300,aprox. 16,aprox 9,"Bs. 136,997.75",en curso,Sin detenidos,500 km2,aprox. 1,"Ref. Op. 2025-21: Intercambio de
experiencias con ejército vecino"
1027,3,39,22,"Op. ""Barrera"" #143",16/NOV/2022,15-dic-2022,doscientos,21,aprox. 29 días,Bs 116.160,INCOMPLETA,Sin detenidos,500 KM2,Ninguno,OPERATIVO EN 'RUTA DEL CONTRABANDO'
1028,8,44,4,UNASUR—2025,07-21-2025,"agosto 13, 2025",~50,quince,(23 días),194280,Parcialmente exitoso,NINGUNO,100 Km2,UNO,"Ref. Op. 2025-4: Maniobras combinadas
tierras bajas y altiplano"
1029,6,13,24,"Op. ""Cooperación"" #88",2025/09/28,06/10/2025,+50,2,(8 días),BS 44536,Incompleta,NINGUNO,aprox. 50 km²,SIN INCIDENTES,Construcción de camino vecinal
1030,3,41,11,OPERACIÓN MURALLA 2021,18/09/2021,20210922,aprox 120,(7 vehículos),cuatro,112428,Satisfactorio,aprox. 10,aprox. 150,n/a,Mercadería retenida para verificación
1031,7,15,21,Op. Chaco #107,12-06-2021,"junio 16, 2021",  200  ,cinco,aprox 4,"Bs.116,925",Parcialmente exitoso,0,~100 km²,2 incidentes,
1032,2,32,24,"Op. ""Vigilancia"" #184",19-07-2021,20-07-2021,,,,,,,,,
1033,5,10,3,Operación 'Bombero',7-sep-2021,10-09-2021,400 efectivos,  41  ,aprox 32,Bs 368.965,inconclusa,,2000,aprox. 2,Coordinación con 'bomberos forestales' y voluntarios
1034,1,45,8,Operación Dragón 2021,2021/08/25,28/AGO/2021,250 efectivos,DIECISÉIS,3 días,"$us 16,732.34","Sí, exitosa",-,aprox. 200,N/A,"Zona de difícil acceso, se requirió apoyo aéreo"
1035,1,44,16,Op Halcón - 2021/198,05/11/2021,"diciembre 2, 2021",200,aprox. 27,aprox. 27 días,16278.63,objetivo cumplido,15 detenidos,1000,1 incidentes,"Operación coordinada con
FELCN y Policía Nacional"
1036,8,25,22,Operación Fraternidad 2022-58,1/NOV/2022,9-nov-2022,(100 efectivos),(25 vehículos),OCHO,"Bs. 145,596.22","Sí, exitosa",-,1000 Km2,n/a,
1037,8,50,10,integración regional 2022,4-mar-2022,29-mar-2022,  200  ,aprox. 6,veinticinco,"Bs 97.052,70",INCOMPLETA,0 personas,aprox. 200,UNO,Observadores internacionales presentes
1038,2,34,13,Operación Protección 2022,20220629,23/07/2022,80 efectivos,aprox 7,24,"Bs.- 141,141.57",Operación concluida,1 pers.,250,(8),Relevo de personal en posiciones avanzadas
1039,8,49,14,confluencia 2022,2022/09/02,25/09/2022,50 efectivos,aprox. 32,23,"Bs.41,771",OBJETIVO CUMPLIDO,0 personas,50 km2,cero,
1040,7,38,14,Operación 'Jaguar',04/03/2025,"marzo 27, 2025",cincuenta,16,aprox 23,"$us 11,938.43",Completada,n/a,~50 km²,n/a,Ejercicio de 'guerra no convencional'
1041,6,5,21,Operación Integración 2025,17/05/2025,06-06-2025,aprox. 20,+12,aprox. 20 días,"Bs. 12,178.96",exitosa,0 personas,  100 km2  ,,Campaña de vacunación — apoyo logístico militar
1042,3,34,24,Operación Candado 2022,2022-02-21,20220303,~80,27 vehículos,10 días,94269.95,negativo,  15  ,250,1 incidentes,Incautación de mercadería de contrabando
1043,1,45,2,Op. Frontera Segura #199,06-04-2025,2025-04-27,aprox 200,(24 vehículos),aprox. 21,"Bs.- 132,375.58",exitoso,1 personas,300 km2,0,Decomiso de sustancias controladas en zona operativa
1044,1,45,8,"Op. ""Águila"" #200",05-04-2021,20210515,aprox. 250 efectivos,(12 vehículos),  11  ,BS 20905,completada,,50 km²,5 inc.,"Ref. Op. 2021-8: Zona de difícil acceso, se requirió apoyo aéreo"
1045,7,9,9,Operación Sajama 2021,20-nov-2021,2021/11/25,50,+24,5.,"172,063.52 Bs",en curso,N/A,aprox. 100 km²,Sin incidentes,Ref. Op. 2021-9: Ejercicio táctico con fuego real
1046,2,31,14,Patrulla (enero 2022),01-10-2022,17-ene-2022,~200,quince,aprox. 7 días,BS 20780,S/N,aprox. 20,200,TRES,"Se detectó movimiento sospechoso
en zona limítrofe"
1047,1,45,16,Operación Patria 2023-201,2023/04/26,03-05-2023,50,+10,+7,105422.17,bueno,ninguno,1000,SIN INCIDENTES,"Zona de difícil acceso, se requirió apoyo aéreo"
1048,5,22,7,Operación Ceniza 2021,10/MAR/2021,2021/03/24,300,43 vehículos,14,245389,bueno,sin detenidos,100,aprox. 2,"Ref. Op. 2021-7: Contención de incendio forestal
en zona protegida"
1049,6,22,5,"Op. ""Unidad"" #91",20231215,"diciembre 30, 2023",~80,13 vehículos,(15 días),"Bs. 26,019.96",Exitoso,sin detenidos,50 km²,N/A,Distribución de víveres a comunidades alejadas
1050,8,44,6,Op. Cruz del Sur #61,2025/07/05,2025/07/10,300 efectivos,aprox. 14 vehículos,5,"Bs. 102,320.09",aceptable,Sin detenidos,1000,sin incidentes,Ejercicio multinacional — fuerzas de 4 países
1051,5,10,7,cortafuego 2022,2022/08/26,1/SEP/2022,aprox. 100,+18,6,"Bs.- 479,006.30",objetivo cumplido,n/a,aprox. 200 km²,10,Coordinación con 'bomberos forestales' y voluntarios
1052,7,15,15,  Tunari 2021  ,12-23-2021,31/12/2021,(200 efectivos),+9,+8,Bs 43.750,Regular,-,50,0 incidentes,"Ref. Op. 2021-15: Maniobras de simulación
de combate en terreno montañoso"
1053,3,30,14,blindaje 2023,20/11/2023,23/11/2023,aprox 200,22,+3,BS 132802,SIN RESULTADOS,Ninguno,500,N/A,Coordinación con Aduana Nacional
1054,5,11,7,OPERACIÓN SOFOCACIÓN 2021,2021-08-19,"septiembre 28, 2021",aprox. 400 efectivos,  20  ,aprox 40,Bs 270.990,Aceptable,0 personas,1000 Km2,3 inc.,"Contención de incendio forestal
en zona protegida"
1055,8,34,11,OPERACIÓN HERMANDAD ANDINA 2024,21/03/2024,03/04/2024,500.,26.,  13  ,185569,finalizada,Sin detenidos,aprox. 100,ninguno,Observadores internacionales presentes
1056,1,44,8,Operación 'Soberanía',2024/02/02,02-26-2024,aprox. 50,28,(24 días),"Bs.73,464",FAVORABLE,20 detenidos,~200 km²,cero,Resultado: 'FAVORABLE' según informe final
1057,3,31,21,Op Interceptor - 2023/147,11-dic-2023,20231223,aprox. 250 efectivos,27,DOCE,"$us 2,267.58",S/N,aprox. 2,200.0,5,Incautación de mercadería de contrabando
1058,4,23,13,Operación Refugio 2022,18/FEB/2022,"abril 4, 2022",150 efectivos,21.,(45 días),"$us 35,103.22",resultado positivo,Ninguno,~5000 km²,1 inc.,Rescate en zonas 'inundadas' por desborde
1059,1,46,8,Operación Soberanía 2021,2021/04/27,05-23-2021,aprox 100,23,26,"USD 3,542.55",Éxito,tres,~100 km²,Sin incidentes,Decomiso de sustancias controladas en zona operativa
1060,4,24,17,Op. Esperanza #137,30-mar-2024,29/04/2024,500 efectivos,aprox. 30,aprox 30,"Bs. 352,276.75",regular,-,aprox. 1000,  10  ,"Coordinación con Defensa Civil
y municipios afectados"
1061,7,17,13,Op Altiplano - 2024/111,24/11/2024,2024-11-27,quinientos,aprox 6,~3,"Bs.- 194,660.17",por evaluar,sin detenidos,1000 KM2,cero,Entrenamiento de supervivencia en selva
1062,6,3,19,Op. Progreso #90,6/JUL/2022,13/07/2022,~100,(4 vehículos),  7  ,43301 bolivianos,Parcialmente exitoso,Ninguno,50,n/a,"Jornada médica y dental
para comunidades rurales"
1063,4,12,14,Rescate (octubre 2022),01-12-2022,19/01/2022,  400  ,+45,7.,Bs 259.659,POSITIVO,N/A,1000,aprox. 1,
1064,1,49,16,Operación Escudo 2022,20221109,14/11/2022,aprox 80,aprox 27,5 días,93974,FAVORABLE,0 personas,500 km2,5 incidentes,
1065,5,24,22,  Verde 2023  ,10/08/2023,1-sep-2023,400,32,22 días,400955,resultado positivo,n/a,100 Km2,cero,Apoyo con cortafuegos — área afectada extensa
1066,7,10,22,Op. Wiphala #112,31/05/2021,06-19-2021,aprox. 300 efectivos,  27  ,s/d,118786.32,Regular,s/d,aprox. 50 km²,s/d,"Maniobras de simulación
de combate en terreno montañoso"
1067,5,24,18,Operación 'Ceniza',2024-08-06,28/AGO/2024,400,aprox. 42 vehículos,22,"USD 44,490.04",Éxito,-,5000,  10  ,Apoyo con cortafuegos — área afectada extensa
1068,7,43,9,"Op. ""Wiphala"" #113","julio 11, 2022",2022-07-21,  200  ,27,10.,"USD 5,231.54",FAVORABLE,N/A,200.0,UNO,EJERCICIO DE 'GUERRA NO CONVENCIONAL'
1069,2,32,12,"Op. ""Guardián"" #187",14-05-2024,28/05/2024,aprox. 150,(28 vehículos),14,"80,163.50 Bs",exitosa,3,1000 Km2,aprox. 2,
1070,7,44,25,Operación Illimani 2022,06-26-2022,2022/07/19,,,,,,,,,
1071,2,31,14,Operación Control 2022-188,1/SEP/2022,17/SEP/2022,120,23.,16 días,"Bs. 126,209.29",,5 personas,800 Km2,1 inc.,Patrullaje de rutina sin novedades
1072,8,50,11,fraternidad 2023,09-10-2023,21/09/2023,100 efectivos,20 vehículos,(11 días),"Bs.79,666",sin dato,n/a,100 km2,SIN INCIDENTES,
1073,2,31,23,Operación 'Patrulla',12-19-2024,23-12-2024,,,,,,,,,
1074,4,25,13,Operación 'Solidaridad',29/01/2024,6/FEB/2024,400,aprox. 26,(8 días),"$us 70,486.61",PARCIAL,Sin detenidos,~200 km²,diez,Rescate en zonas 'inundadas' por desborde
1075,2,28,9,control 2024,14/12/2024,12-31-2024,  50  ,aprox. 8,17,BS 48332,Bueno,1 pers.,200 Km2,UNO,
1076,1,45,16,Operación 'Trueno',11/07/2021,20210809,aprox. 150 efectivos,aprox 8,29.,BS 50041,EN PROCESO,ninguno,~200 km²,dos,Operación nocturna — visibilidad reducida
1077,4,22,14,Operación Esperanza 2023-140,15/03/2023,04-25-2023,400 efectivos,35,41,"$us 31,840.84",En proceso,Ninguno,500 km²,0 incidentes,
1078,2,32,6,Operación 'Guardián',22/11/2022,01/12/2022,100,DOCE,aprox. 9,"Bs.- 144,173.58","Sí, exitosa",Ninguno,800,n/a,S/N
1079,7,16,12,Operación Altiplano 2021,"noviembre 25, 2021",25/12/2021,50,~17,  30  ,155892.95,no reportado,N/A,aprox. 500,ninguno,Ejercicio de 'guerra no convencional'
